user_id,status_id,created_at,screen_name,text,التصنيف,التفصيل,sentiment
500738505,1310910200048742400,2020-09-29 11:52:01 UTC,mony20122,@PensionSA السلام عليكم هل في حال توظفت يتوقف راتب زوجي التقاعد المتوفي او يذهب نصيب الى ابنه ؟,مستفيد,,negative
1277919230781001729,1311291555727245312,2020-09-30 13:07:24 UTC,hmdi199,@PensionSA @PPA_Care انا عمري فوق 21 سنه هل تعريف المعاهد الانجليزي يشمل صرف استمرار المعاش؟,مستفيد,,negative
1269173625338449920,1311018450022805507,2020-09-29 19:02:10 UTC,balsam_Alroh12,@PensionSA @PPA_Care انا والدي متوفي واريد اتوظف في مدرسة اهلية بتأمين اجتماعي هل ينقطع عني المعاش المستحق من التقاعد لراتب والدي؟!!,مستفيد,,negative
1237370209259925504,1311242758624083968,2020-09-30 09:53:30 UTC,N12ln,@PensionSA @PPA_Care ماهي طريقة اضافة حساب بنكي للمستفيد من خلال حساب الوكيل في الموقع,مستفيد,,negative
1237370209259925504,1311292387432464387,2020-09-30 13:10:42 UTC,N12ln,@PPA_Care @PensionSA لم يتم الافادة في الرسايل الخاصه 🤔,طلب على الخاص,,negative
464294881,1311252855060299776,2020-09-30 10:33:37 UTC,rahaalalhilal,"@PensionSA السلام عليكم
توفي الوالد رحمه الله وهو موظف حكومي متقاعد، وموقف راتبه من 3 أشهر. والآن انتهينا من حصر الورث، ونرغب بنزول راتبه في حساب الوالدة. فما هي الإجراءات وماهو المطلوب؟
وشكرا",مستفيد,,negative
850790562349424640,1310891276703858689,2020-09-29 10:36:50 UTC,ftoom_9097,@PensionSA @PPA_Care ابوي توفى قبل6شهور نزله راتب اربع شهور وبعدها انقطع وش السبب!!!!,مستفيد,,negative
850790562349424640,1311070682806202369,2020-09-29 22:29:43 UTC,ftoom_9097,@PPA_Care @PensionSA تم التفعيل,طلب على الخاص,,negative
1168985933036818433,1311225315327438848,2020-09-30 08:44:11 UTC,doooo7mi,@PPA_Care انا وكيل الورثة والراتب ناقص حاولت اتواصل معكم بالبريد الالكتروني لكن مافيه اي تجاوب منكم .. اتمنى الرد,مستفيد,,negative
1168985933036818433,1311230199376285696,2020-09-30 09:03:35 UTC,doooo7mi,@PPA_Care مدري وش مرسل https://t.co/WThaP8FCQL,طلب على الخاص,,negative
391387675,1310884689360695296,2020-09-29 10:10:39 UTC,abdo8n,"@PPA_Care السلام عليكم
ممكن تواصل خاص",طلب على الخاص,,negative
1772480346,1311337784565792773,2020-09-30 16:11:05 UTC,aah0013,@PensionSA @PPA_Care @ISSACOMM الان يسقط الي يتزوج دايركت من التقاعد او لازم يرفع لكم بعدين يسقط,مستفيد,,negative
1304600196542853120,1311338552605769728,2020-09-30 16:14:09 UTC,aKjmYrZaD7DN7pF,@PensionSA @PPA_Care السلام عليكم انا قدمت استقاله من مرجعي ورفعو لي طلب تصفيه خدمات وجتني رسالة قبل يومين من المؤسسة بأستلام الطلب واليوم جتني رسالة من المؤسسة بأكتمال الطلب . السؤال متى تنزل مستحقاتي من المؤسسة بحسابي,مشترك,,negative
1092475309864169473,1310572969765339136,2020-09-28 13:31:59 UTC,Rana_24o,@PensionSA عندي سوال في حين البنت توظفت بشركه ومسجله بالتأمينات يصرف لها من تقاعد ابوها المتوفي ؟,مستفيد,,negative
2293264620,1310937780810383360,2020-09-29 13:41:37 UTC,sa71630763,@PensionSA @PPA_Care مانزل تقاعد الشهر هذا ؟؟؟ هل السبب التحديث لانني لم احدث حتى الان,طلب على الخاص,,negative
1269658214196547585,1310961476174315521,2020-09-29 15:15:47 UTC,i9_nadii,@PensionSA السلام عليكم هل لويحدث للمتقاعدقضيه يوقف راتبه,متقاعد,,negative
1195670014961037315,1310997225028440065,2020-09-29 17:37:50 UTC,Shruq90,"@PPA_Care السلام عليكم 
إذا تزوجت بنت مستفيدة من معاش التقاعد واستمرت في استلام الراتب جهلا منها بالقانون ،هل سيتم سحب تعويض منها عن طريق خصم من باقي الراتب؟",مستفيد,,negative
1236992969456201728,1305206980731187204,2020-09-13 18:09:28 UTC,XZUIettftmsTmJo,@PensionSA @PPA_Care اللي بقدم شكوه كيف,طلب على الخاص,,negative
1236992969456201728,1310788387146792961,2020-09-29 03:47:59 UTC,XZUIettftmsTmJo,@PensionSA @PPA_Care شكرا لجهودكم,شكر,,negative
939633917732294656,1311339076772134917,2020-09-30 16:16:14 UTC,Y06bE,@PensionSA @PPA_Care @ISSACOMM الله يجازيكم بالخير  ويجمل حالكم,شكر,,negative
1872343147,1310905389412683776,2020-09-29 11:32:54 UTC,saaafaaar,"@PPA_Care
استفسار .. متى موعد صرف حقوقنا كمعلمين متقاعدين .. حتى الان لا خبر ولا معلومة .. تأخر الصرف 🙁",متقاعد,,negative
1108137690342539265,1311319794109513728,2020-09-30 14:59:36 UTC,Manog26176027,@PensionSA @PPA_Care لم ينزل راتبي بعد التقاعد وكان اخر استلام لي لراتب بتاريخ ١٢/٢٥/١٤٤١هـ اريد معرفة السبب,متقاعد,,negative
830163076250992641,1310901163685015555,2020-09-29 11:16:07 UTC,MohmdAljresee,@PPA_Care السلام عليكم انا متقاعد جديد ولم ينزل راتبي التقاعدي الى الان,متقاعد,,negative
3194175798,1311036914204639233,2020-09-29 20:15:32 UTC,e8a13340d432479,"@PensionSA مساء الخير. 
هل بالإمكان فتح الخاص لي للإستفسار؟",طلب على الخاص,,negative
977950071265382400,1310732624583893000,2020-09-29 00:06:24 UTC,nawaf707g,@PPA_Care @sanorozana @PensionSA سلام عليكم اخي لي معاملة محوله من التامينات لكم ( ضم خدمات ) لي 10 ايام لم يتم الرد مالحل ؟؟,مشترك,ضم من التأمينات,negative
1120365722444738560,1308665383340126208,2020-09-23 07:11:55 UTC,NoorAhm87196275,@PensionSA @PPA_Care السلام عليكم انا توفي زوجي وتم ايقاف راتبه التقاعدي لشهرين وارسلت اميل ولااعرف الاجراءات الباقية وعندي ايتام واحتاج الاسراع بالمعاملة,مستفيد,,negative
1120365722444738560,1311253810501779456,2020-09-30 10:37:24 UTC,NoorAhm87196275,@PensionSA @PPA_Care هل يحق لمستفيدي التقاعد التسجيل في الضمان الاجتماعي,مستفيد,,negative
1120365722444738560,1309932237270462467,2020-09-26 19:05:57 UTC,NoorAhm87196275,@PensionSA @PPA_Care الكهرباء بتنفصل وماخلصت الاوراق راتبين ما نزلوا حسبي الله ونعم الوكيل https://t.co/FmZ5whptWA,متقاعد,,negative
1120365722444738560,1309036903287656449,2020-09-24 07:48:13 UTC,NoorAhm87196275,@PPA_Care @PensionSA تمام فعلتها,طلب على الخاص,,negative
923551812547956738,1310810587916574721,2020-09-29 05:16:12 UTC,azrave123,@PPA_Care السلام عليكم الاسبوع الماضي سلمت اوراقي المطلوبه في اثر رجعي اعاشه اضافيه ابستفسر متى تنزل لي المبالغ وكم ويبي لها وقت ؟,مشترك,,negative
514193035,1310934141261799425,2020-09-29 13:27:09 UTC,alshanberiA,"@PPA_Care @Hl52977609Hl @PensionSA السلام عليكم
فضلاً اريد رقم حسابكم البنكي في مصرف الراجحي ، لإيداع مستحقاتكم الشهرية
عندي إعارة للقطاع الخاص",مشترك,إعارة للقطاع الخاص,negative
832935014,1311300494162358273,2020-09-30 13:42:55 UTC,sheleweh,@PensionSA @PPA_Care @ISSACOMM طيب وش تقدمون المتقاعد للتأمين ولا. زياده سنويه  ولا تخفيض تذاكر ملموس   يستفيد منه المتقاعد اهم شي نامل الر فع لمقام الملك  لصرف للمتقاعد علاوه سنويه  الاسعار نار والرواتب ثابته  ومتدنيه,متقاعد,,negative
1073360428166713345,1311219626227965952,2020-09-30 08:21:34 UTC,qplmnbv11,@PPA_Care ارجو الرد ع خاص,طلب على الخاص,,negative
1073360428166713345,1310100769501261824,2020-09-27 06:15:38 UTC,qplmnbv11,@PPA_Care @PensionSA ارجو الرد ع خاص,طلب على الخاص,,negative
2697375985,1311008324633202688,2020-09-29 18:21:56 UTC,w_mnoor,@PensionSA السلام عليكم كيف طريقة تحويل الراتب من بنك لبنك الآن ؟,مستفيد,,negative
995797345517305857,1311002285271658496,2020-09-29 17:57:56 UTC,4PMAZ4ThrnADW3O,@Pensionsa_SP متى يعاد المبالغ المخصومة من الراتب التقاعدي لصالح صندوق التنميه العقارية فوق استحقاقه,متقاعد,,negative
2520984319,1311039845947658240,2020-09-29 20:27:11 UTC,abo_raeed5,@PPA_Care @PensionSA أحسنت كفيت ووفيت,شكر,,negative
2520984319,1310995627694792706,2020-09-29 17:31:29 UTC,abo_raeed5,"@PensionSA @PPA_Care السلام عليكم
عندي سؤال
الإجازات المرضيه تخصم من نهاية الخدمه",مشترك,استفسارات الاجازت المرضية,negative
2520984319,1311010661430898688,2020-09-29 18:31:13 UTC,abo_raeed5,"@PPA_Care @PensionSA انا ما قصد حقوق ماليه اقصد الايام الي اخذت فيها اجازه مرضيه تحسم من فتره خدمتي
بمعنى اخذت طوال مسيرتي العمليه اجازه مرضيه ٩٠ يوم هل إذا بغيت انهي خدمتي بتقاعد مبكر اعمل ٩٠ يوم زياده ليكتمل عشرين سنه",مشترك,استفسارات الاجازت المرضية,negative
1310889336754372609,1310896964343672838,2020-09-29 10:59:26 UTC,svkL9R6cHx5YRCe,@PPA_Care السلام عليكم هل تم الغاء الوكالة عن المستفيدة بالخارج والوكيل داخل السعودية,مستفيد,,negative
1253909766138736640,1311233005336383488,2020-09-30 09:14:44 UTC,azoz0163,@PPA_Care @jaloudmo @90801D السلام عليكم، هل يحق للمتقاعدة الحكومية كانت مدرسة بالتسجيل في التامينات الاجتماعية من جديد لغرض الحصول على وظيفة، دون تاثر الراتب التقاعدي او اي شيء اخر؟ وشكرا,متقاعد,,negative
1253909766138736640,1309572915218845697,2020-09-25 19:18:08 UTC,azoz0163,@PPA_Care @hamdan_0H السلام عليكم، انا كنت موظفة حكومية في مدرسة وتقاعدت، وحاليا استلم راتب تقاعد هل بامكاني العمل في قطاع خاص والتسجيل في التامينات وشكرا,متقاعد,,negative
798506764526321666,1310975539507757058,2020-09-29 16:11:40 UTC,AboFawa40,@PPA_Care مفعلة 👍,طلب على الخاص,,negative
798506764526321666,1310969370450046983,2020-09-29 15:47:09 UTC,AboFawa40,"@PPA_Care السلام عليكم
لو سمحت عندي إخلاء طرف لبنك التسليف لمتقاعد نبي نرسله لكم عشان إيقاف السداد، كيف الطريقة؟",متقاعد,,negative
385657161,1310848474649440256,2020-09-29 07:46:45 UTC,Princess_ashwag,@PPA_Care ممكن خاص,طلب على الخاص,,negative
522573894,1309832786384224258,2020-09-26 12:30:46 UTC,sarisannan1,"@PensionSA السلام عليكم ،
الراتب التقاعدي نزل مخصوم ٣٠٠٠ ريال 
ممكن اعرف ايش سبب الخصم",متقاعد,,negative
522573894,1310884623493345282,2020-09-29 10:10:23 UTC,sarisannan1,"@PPA_Care  السلام عليكم
الراتب ممكن اعرف ماهو سبب خصم الراتب التقاعدي للورثة بمبلغ ٣٠٠٠ ريال",متقاعد,,negative
339892320,1310464678624198656,2020-09-28 06:21:41 UTC,jaloudmo,@PPA_Care الأمر سهل ارسلوها على الايميل,طلب على الخاص,,negative
339892320,1310173023589277696,2020-09-27 11:02:45 UTC,jaloudmo,@PPA_Care رجاء سرعة تنفيذ طلبي بتثبيت راتبي على سامبا وارسال خطاب التثبيت على الأميل وتكذلك التعريف بالراتب.. ضروري سرعة ذلك.. شاكرين لكم جهدوكم.. او اشعارنا بطريق عمله غن طريق الخدمات الألكترونية للمؤسسة. أمل سرعة تفاعلكم.,متقاعد,,negative
339892320,1311149776025653253,2020-09-30 03:44:01 UTC,jaloudmo,@PPA_Care @90801D ماشفنى اي تواصل تواصلكم محبط للجميع للأسف خدمات عملاء سيئة لاتفي بالمطلوب.. مطلوب تثبيت الراتب بخطاب وكذلك تعريف بالراتب الأمر بسيط وانتم غير متعاونيين للأسف.,متقاعد,,negative
717415426486116352,1311255736152883201,2020-09-30 10:45:04 UTC,i_abd112,"@PensionSA
هناك مستحقات نهايه الخدمه وتعويض إجازات
لم تصرف منذ اكثر من خمسه أشهر
كيف يمكن متابعة الموضوع",مشترك,مستحقات نهاية الخدمة وتعويض الاجازات,negative
957559123943546880,1311016334935949312,2020-09-29 18:53:46 UTC,Arsenalfdr,@PPA_Care السلام عليكم ، قدمت استفسار و وصلتني رسالة بتنفيذ الطلب كيف اقدر اشوف وش التنفيذ اللي صار منكم,طلب على الخاص,,negative
957559123943546880,1310156246826311680,2020-09-27 09:56:05 UTC,Arsenalfdr,@PPA_Care السلام عليكم، راتب التقاعد نزل ناقص وش الحل في الموضوع لاهنتم,متقاعد,,negative
3724467493,1311241673696071681,2020-09-30 09:49:11 UTC,nayef3751,@PPA_Care @PensionSA تم اكتمال طلب ضم مدة اشتراك ولم ينعكس ذلك في نظام التأمينات الاجتماعية - مالسبب ؟,مشترك,ضم للتأمينات,negative
1309668092394516481,1311254909501800448,2020-09-30 10:41:47 UTC,UqOh3J5cb3WZKyl,"@PPA_Care 
كيف اتصرف وش الخطوات اللازمه عشان اغير حالة المستفيد؟!!",مستفيد,,negative
1241750788415934464,1310896854062829570,2020-09-29 10:58:59 UTC,xfNpq3y2OHgzZrG,@PensionSA هل يمكنني زيادة راتبي التقاعدي وشراء المدة المتبقية ل ٤٠ عام خدمات,متقاعد - مشترك,,negative
840637404,1311279291368386560,2020-09-30 12:18:40 UTC,m7md155711,@PensionSA @PPA_Care كيف اعرف متى تنزل مكافأة نهاية الخدمة وكم قيمتها,مشترك,مكافأة نهاية الخدمة,negative
1264450035799994373,1310919569998057472,2020-09-29 12:29:15 UTC,44Gt5a,@PensionSA @PPA_Care متقاعد بالف و 900 ريال اصابة عل راس العمل لا بنك يقبلني ولا تمول سكن,متقاعد,,negative
2235075434,1311235329727356928,2020-09-30 09:23:58 UTC,aliessa20719,@PensionSA @PPA_Care السلام عليكم معاش شهر سبتمر لم يتم ايداعه ممكن اعرف ايش السبب,متقاعد,,negative
1241497640,1310996883091918849,2020-09-29 17:36:28 UTC,Taaala1408,@PPA_Care ارجوا التواصل,طلب على الخاص,,negative
2199065701,1310907231110680578,2020-09-29 11:40:14 UTC,maroomie,@PPA_Care يعطيكم العافية مشكورين,شكر,,negative
2199065701,1310899689898770433,2020-09-29 11:10:16 UTC,maroomie,@PPA_Care عندي معاملة كيف اتابع حالتها,معاملات,,negative
2228594897,1310090925020983296,2020-09-27 05:36:31 UTC,ali1451145,"@PPA_Care
السلام عليكم
الرجاء الرد في الخاص",طلب على الخاص,,negative
2228594897,1310845606143954944,2020-09-29 07:35:21 UTC,ali1451145,"@PPA_Care
السلام عليكم
تم ارسال المطلوب في الخاص
برجاء الافادة",طلب على الخاص,,negative
873902928595169283,1310937668759556096,2020-09-29 13:41:10 UTC,hataan_8,@PensionSA @PPA_Care لو سمحت ما المقصود بتسويه حقوق الورثه اتمنى الرد,مستفيد,,negative
701767974,1311083921619275776,2020-09-29 23:22:20 UTC,90wcn,@PensionSA @PPA_Care ماهي طريقة التقديم على معاش المتقاعد للابناء المتوفي ؟؟,مستفيد,,negative
1215330539189784582,1311019398396882946,2020-09-29 19:05:56 UTC,nrkYGWPD3soNB0O,"خمسين دقيقة انتظار ويبدو على غير فائدة ، تم قطع التقاعد عن معاقة لم تستطع ارسال الايبان الخاص بها عبر التطبيق الذي لايعمل منذ تحديثه، متى يتصلح التطبيق أو اسمحوا بإرسال الايبان ع الواتساب أو الايميل 
@PPA_Care @PensionSA https://t.co/sF5UY4RjsV",متقاعد,,negative
1061866530,1310998207833559040,2020-09-29 17:41:44 UTC,ahf20251,@PensionSA @PPA_Care السلام عليكم .. صار لي يومين احاول اسجل في موقعكم يقولي اتواصل معكم ممكن الحل https://t.co/7tnqWBRWm9,موقع,,negative
1277609015665623040,1310909474190827520,2020-09-29 11:49:08 UTC,x2ke11,@PPA_Care @MohmdAljresee السلام عليكم انا رفعت طلب ويوم فتحت عليه مكتوب الحاله جديد ابغى وش تم الرد عليه ؟,متقاعد,,negative
3189988356,1310622752613765122,2020-09-28 16:49:49 UTC,aimgu09,@PPA_Care كيف اضم خدماتي السابقة في الشركات الى خدمتي العسكرية الحاليه هل اقدم طلبي لجهة عملي بموجب شهادة التأمينات الاجتماعية,مشترك,كيف يتم طلب ضم خدمة من التأمينات,negative
3189988356,1310622048163684356,2020-09-28 16:47:01 UTC,aimgu09,@PensionSA مرحبا كيف اضم خدماتي السابقة في الشركات التي عملت بها مسبقا للخدمة العسكرية علماً انها جميعها تخضع للتقاعد هل اقدم شهادة التأمينات لعملي الحالي؟,مشترك,كيف يتم طلب ضم حكومي,negative
802162602679955456,1305538146654879744,2020-09-14 16:05:24 UTC,alyaa9448,@PPA_Care السلام عليكم انا مستفيده من راتب التقاعدي كيف طريقة التحديث,مستفيد,,negative
802162602679955456,1311115144169168896,2020-09-30 01:26:24 UTC,alyaa9448,@PPA_Care السلام ابي اضيف حساب بنكي لأبني لأنه بلغ سن 15  ولا عرفت الطريقه اتمنى تفيدني,مستفيد,,negative
946417254874349571,1310821419098529794,2020-09-29 05:59:14 UTC,songoolalharbi2,@PensionSA @PPA_Care السلام عليكم انا أحد أبناء المستفيد وما نزل بحسابي المبلغ ابغى اعرف السبب,مستفيد,,negative
1181676103649370114,1311264358106902533,2020-09-30 11:19:19 UTC,yw1JrxoFNDn9WaC,@PPA_Care ذهبت اليوم لمراجعة أوراق لوالدي المتوفي وطلبو مني صك ولاية على القصر كيف استخرج هذا الصك مع العلم ان زوجت ابي على قيد الحياة امهم.. وماهية  شروط وطلبات استخراج صك الولاية... الموضوع الثاني... طلب أرقام حساب للمستفيدين فهل البنك يخرج لهم أررقام حساب ت,مستفيد,,negative
1181676103649370114,1310968355780784129,2020-09-29 15:43:07 UTC,yw1JrxoFNDn9WaC,@PensionSA عندي موعد حصر ورثة ايشالاوىاق  ءالمطلوبة,مستفيد,,negative
881261357001297920,1310849890529021952,2020-09-29 07:52:22 UTC,yousef071113,@PPA_Care @PensionSA الموقع مغلق ، لا يعمل ،,موقع,,negative
881261357001297920,1310846588072464385,2020-09-29 07:39:15 UTC,yousef071113,"@PensionSA @PPA_Care @PensionSA السلام عليكم
نزل معاشي ناقص .
مع إني سددت ما علي لصندوق التنمية العقاري وحصلت على فك رهن .",متقاعد,,negative
882943848,1310955787850780685,2020-09-29 14:53:10 UTC,Al_Luhaiby,"@PPA_Care تأخرت في رفع المشهد الدراسي ,, وتم رفعه واكتملت المعاملة ,, اش مصير الشهر اللي تاخرت فيه ,, هل يتم تعويضي ؟",مستفيد,,negative
1674277274,1311143555377889280,2020-09-30 03:19:18 UTC,zeko555789,@PPA_Care نزل راتب الورثة ناقص عن الشهر الماضي ٥٠٠ ريال علما بانه تم تبليغكم بزواج البنت صفاء والا الان موجوده في بيانات المستفيدين وله ثلاث شهور ينزل ناقص عن الشهر اللي قبله افيدوني,مستفيد,,negative
1005302159615889408,1311209366146736128,2020-09-30 07:40:48 UTC,gffhgd19,@PPA_Care سلام عليكم عندي معامله وادق عليكم مافي اي استجواب الرجاء التواصل على الخاص لتزويدك برقم المعاملة,معاملات,,negative
2509520196,1311257045824417792,2020-09-30 10:50:16 UTC,SAlusuf,@PensionSA @PPA_Care ماهو كود الخصم عند حجز تذكرة على الخطوط السعودية,عروض ومزايا,,negative
521598271,1310978762348138496,2020-09-29 16:24:28 UTC,anas5220,@PPA_Care @PensionSA ما هي الرسائل .. مفعله عندي من قبل,طلب على الخاص,,negative
521598271,1310977407331991553,2020-09-29 16:19:05 UTC,anas5220,@PensionSA @PPA_Care السلام عليكم ورحمة الله وبركاته .. اخي الحبيب راتب التقاعد لهذ الشهر لم ينزل ورفعت شكوى وبدون فايدة,متقاعد,,negative
506467245,1310899514597937152,2020-09-29 11:09:34 UTC,yaayoo1414,@PensionSA اذا جيت ارفع صورة الوكالة الجديدة بالتطبيق مايظهر لي انها تم تحميلها عالصفحة ويتم رفع الطلب بدون ماعرف اذا ارتفعت بالصفحة او لا,مستفيد,,negative
1159978694758326273,1310872723695063041,2020-09-29 09:23:06 UTC,AbdulAlyaeesh,@PensionSA تم قطع راتب التقاعد عني بغير وجه حق وبغير سابق خبر مع العلم اني طالب جامعي عمري ٢٣ و ٨ اشهر ولم يتم طلب مني مشهد دراسي الا مرة واحدة فقط ولا استطيع ايجاد طريقة لتقديم شكوى علماً اني امر بضروف صعبة بسبب قطع الراتب بدون سابق انذار,مستفيد,,negative
1011800972354576385,1310922606862839808,2020-09-29 12:41:19 UTC,M740536,@PensionSA السلام عليكم ورحمةًالله وبركاته حبيت استفسر عن كيفية الحصول على خطاب لتقديمه لإدارة الاحوال المدنيه لتعديل المهنه,\\\,\\\,negative
1311021117801402368,1311039807104188420,2020-09-29 20:27:02 UTC,mohammed87mo,@PPA_Care السلام عليكم انا متقاعد جديد لم ينزل راتبي التقاعدي,متقاعد,,negative
412086152,1310843896113569792,2020-09-29 07:28:33 UTC,MOHMMDALMASODI,@PPA_Care @PensionSA المساعدةولكن مباشرةالتواصل مع رقم الاتصال وليةفاتحين اجل وسائل التواصل الاخرى دام م منها زودفايدةومواول رد اتلقاةبهذةالطريقةتطورواحلوعالجوا مشاكل واجيبوع استفسارات العملاء مو كل همكم ان يقال عنكم ان لديهم تواصل مع العملاءف كل وسايل التواصل الاجتماعي انتم اخذتم م التقنيةالسلبيات,شكوى,,negative
1114671686736072704,1310366048793899010,2020-09-27 23:49:46 UTC,5nR2fEL0argmzRh,@PensionSA @PPA_Care لو سمحت كيف اقدر اغير موعد ادخلت موعد في الرياض وانا في جازان,متقاعد,,negative
1289555583528574977,1310142479174373376,2020-09-27 09:01:22 UTC,reninto1,@PensionSA @PPA_Care السلام عليكم تم توقيف المعاش الخاص بي مع العلم اني مستفيد ومستحق عمري ٢١ ولازلت مستمر في الدراسة وأرسلت إفادة انتظام في جامعة جازان و اريد ان اعرف لماذا تم رفض الطلب وأريد حل المشكلة وشكراً,مستفيد,,negative
375686777,1310523353967534081,2020-09-28 10:14:50 UTC,aadahlae,@PPA_Care السلام عليكم,شكر,,negative
1131796193653268480,1310456019370287105,2020-09-28 05:47:16 UTC,8sNHEHpIDExnGer,"@PensionSA ارقب الاستفسار عن معامله رقم الهويه الوطنيه
1072598210",معاملات,,negative
2917273267,1310552149693214722,2020-09-28 12:09:16 UTC,mmmmkkkk0120,@PPA_Care @PensionSA لقد تم مراسلتكم خاص نأمل الرد عالخاص,طلب على الخاص,,negative
2917273267,1310256188626546688,2020-09-27 16:33:13 UTC,mmmmkkkk0120,"@PensionSA السلام عليكم 
في حال العدول عن الضم للخدمة السابقة بالتأمينات الاجتماعية هل يتم صرف مستحقاتها ام لا",مشترك,العدول عن طلب ضم من التأمينات,negative
1076282428493312000,1310327820594434049,2020-09-27 21:17:51 UTC,m7711gh,@PensionSA @PPA_Care لم يتم صرف معاشي لهذا الشهر ، بياناتي محدثه,متقاعد,,negative
757583943373848576,1310326535702937603,2020-09-27 21:12:45 UTC,uulbv4OyKgtZ2Ze,@PPA_Care @PensionSA كيف ادخل رقم حساب الايبان لمستفيد !!,مستفيد,,negative
757583943373848576,1310218359875792896,2020-09-27 14:02:54 UTC,uulbv4OyKgtZ2Ze,@PensionSA @PPA_Care مرحبا,شكر,,negative
4627416262,1309828034019631105,2020-09-26 12:11:53 UTC,mjod9119,"@PPA_Care @satibah0 شاكر لك ردكم 
وتم الرد على ردكم",شكر,,negative
4627416262,1309825171629506560,2020-09-26 12:00:30 UTC,mjod9119,@PPA_Care @satibah0 تم الرد على رسالتك بالخاص,طلب على الخاص,,negative
4627416262,1309639031093944320,2020-09-25 23:40:51 UTC,mjod9119,"@PPA_Care @satibah0 السلام عليكم 
اخوي انا بالموقع نازل لي الراتب التقاعدي
ولا نزل بحسابي بالبنك وش المشكله ؟",متقاعد,,negative
